n, binary, revolving, gaussian, color
1, [1], [(1+0j)], (-1-1j), blue
1, [1], [(0.80902-0.58779j)], (-1.3968099999999999-0.22122999999999993j), red
1, [1], [(0.30902-0.95106j)], (-1.26008+0.6420399999999999j), green
1, [1], [(-0.30902-0.95106j)], (-0.6420399999999999+1.26008j), orange
1, [1], [(-0.80902-0.58779j)], (0.22122999999999993+1.3968099999999999j), black
1, [1], [(-1-0j)], (1+1j), purple
1, [1], [(-0.80902+0.58779j)], (1.3968099999999999+0.22122999999999993j), cyan
1, [1], [(-0.30902+0.95106j)], (1.26008-0.6420399999999999j), magenta
1, [1], [(0.30902+0.95106j)], (0.6420399999999999-1.26008j), yellow
1, [1], [(0.80902+0.58779j)], (-0.22122999999999993-1.3968099999999999j), brown
2, [0, 1], [0, (1+0j)], 2j, blue
2, [0, 1], [0, (0.80902-0.58779j)], (1.17558+1.61804j), red
2, [0, 1], [0, (0.30902-0.95106j)], (1.90212+0.61804j), green
2, [0, 1], [0, (-0.30902-0.95106j)], (1.90212-0.61804j), orange
2, [0, 1], [0, (-0.80902-0.58779j)], (1.17558-1.61804j), black
2, [0, 1], [0, (-1-0j)], -2j, purple
2, [0, 1], [0, (-0.80902+0.58779j)], (-1.17558-1.61804j), cyan
2, [0, 1], [0, (-0.30902+0.95106j)], (-1.90212-0.61804j), magenta
2, [0, 1], [0, (0.30902+0.95106j)], (-1.90212+0.61804j), yellow
2, [0, 1], [0, (0.80902+0.58779j)], (-1.17558+1.61804j), brown
3, [1, 1], [(1+0j), (0.80902-0.58779j)], (0.17558000000000007+0.6180399999999999j), blue
3, [1, 1], [(0.80902-0.58779j), (0.30902-0.95106j)], (0.5053100000000001+0.3968100000000001j), red
3, [1, 1], [(0.30902-0.95106j), (-0.30902-0.95106j)], (0.6420399999999999+0.02399999999999991j), green
3, [1, 1], [(-0.30902-0.95106j), (-0.80902-0.58779j)], (0.5335400000000001-0.35795999999999983j), orange
3, [1, 1], [(-0.80902-0.58779j), (-1-0j)], (0.22122999999999993-0.6031900000000001j), black
3, [1, 1], [(-1-0j), (-0.80902+0.58779j)], (-0.17558000000000007-0.6180399999999999j), purple
3, [1, 1], [(-0.80902+0.58779j), (-0.30902+0.95106j)], (-0.5053100000000001-0.3968100000000001j), cyan
3, [1, 1], [(-0.30902+0.95106j), (0.30902+0.95106j)], (-0.6420399999999999-0.02399999999999991j), magenta
3, [1, 1], [(0.30902+0.95106j), (0.80902+0.58779j)], (-0.5335400000000001+0.35795999999999983j), yellow
3, [1, 1], [(0.80902+0.58779j), (1+0j)], (-0.22122999999999993+0.6031900000000001j), brown
4, [0, 0, 1], [0, 0, (1+0j)], (2-2j), blue
4, [0, 0, 1], [0, 0, (0.80902-0.58779j)], (0.44245999999999985-2.7936199999999998j), red
4, [0, 0, 1], [0, 0, (0.30902-0.95106j)], (-1.2840799999999999-2.52016j), green
4, [0, 0, 1], [0, 0, (-0.30902-0.95106j)], (-2.52016-1.2840799999999999j), orange
4, [0, 0, 1], [0, 0, (-0.80902-0.58779j)], (-2.7936199999999998+0.44245999999999985j), black
4, [0, 0, 1], [0, 0, (-1-0j)], (-2+2j), purple
4, [0, 0, 1], [0, 0, (-0.80902+0.58779j)], (-0.44245999999999985+2.7936199999999998j), cyan
4, [0, 0, 1], [0, 0, (-0.30902+0.95106j)], (1.2840799999999999+2.52016j), magenta
4, [0, 0, 1], [0, 0, (0.30902+0.95106j)], (2.52016+1.2840799999999999j), yellow
4, [0, 0, 1], [0, 0, (0.80902+0.58779j)], (2.7936199999999998-0.44245999999999985j), brown
5, [1, 0, 1], [(1+0j), 0, (0.80902-0.58779j)], (-0.5575400000000001-3.7936199999999998j), blue
5, [1, 0, 1], [(0.80902-0.58779j), 0, (0.30902-0.95106j)], (-2.6808899999999998-2.74139j), red
5, [1, 0, 1], [(0.30902-0.95106j), 0, (-0.30902-0.95106j)], (-3.78024-0.6420399999999999j), green
5, [1, 0, 1], [(-0.30902-0.95106j), 0, (-0.80902-0.58779j)], (-3.4356599999999995+1.70254j), orange
5, [1, 0, 1], [(-0.80902-0.58779j), 0, (-1-0j)], (-1.7787700000000002+3.39681j), black
5, [1, 0, 1], [(-1-0j), 0, (-0.80902+0.58779j)], (0.5575400000000001+3.7936199999999998j), purple
5, [1, 0, 1], [(-0.80902+0.58779j), 0, (-0.30902+0.95106j)], (2.6808899999999998+2.74139j), cyan
5, [1, 0, 1], [(-0.30902+0.95106j), 0, (0.30902+0.95106j)], (3.78024+0.6420399999999999j), magenta
5, [1, 0, 1], [(0.30902+0.95106j), 0, (0.80902+0.58779j)], (3.4356599999999995-1.70254j), yellow
5, [1, 0, 1], [(0.80902+0.58779j), 0, (1+0j)], (1.7787700000000002-3.39681j), brown
6, [0, 1, 1], [0, (1+0j), (0.80902-0.58779j)], (0.44245999999999985-0.7936199999999998j), blue
6, [0, 1, 1], [0, (0.80902-0.58779j), (0.30902-0.95106j)], (-0.10849999999999982-0.9021200000000003j), red
6, [0, 1, 1], [0, (0.30902-0.95106j), (-0.30902-0.95106j)], (-0.6180400000000001-0.6660399999999999j), green
6, [0, 1, 1], [0, (-0.30902-0.95106j), (-0.80902-0.58779j)], (-0.8914999999999997-0.17558000000000018j), orange
6, [0, 1, 1], [0, (-0.80902-0.58779j), (-1-0j)], (-0.8244199999999999+0.3819600000000001j), black
6, [0, 1, 1], [0, (-1-0j), (-0.80902+0.58779j)], (-0.44245999999999985+0.7936199999999998j), purple
6, [0, 1, 1], [0, (-0.80902+0.58779j), (-0.30902+0.95106j)], (0.10849999999999982+0.9021200000000003j), cyan
6, [0, 1, 1], [0, (-0.30902+0.95106j), (0.30902+0.95106j)], (0.6180400000000001+0.6660399999999999j), magenta
6, [0, 1, 1], [0, (0.30902+0.95106j), (0.80902+0.58779j)], (0.8914999999999997+0.17558000000000018j), yellow
6, [0, 1, 1], [0, (0.80902+0.58779j), (1+0j)], (0.8244199999999999-0.3819600000000001j), brown
7, [1, 1, 1], [(1+0j), (0.80902-0.58779j), (0.30902-0.95106j)], (-1.1084999999999998-1.9021200000000003j), blue
7, [1, 1, 1], [(0.80902-0.58779j), (0.30902-0.95106j), (-0.30902-0.95106j)], (-2.01485-0.8872699999999998j), red
7, [1, 1, 1], [(0.30902-0.95106j), (-0.30902-0.95106j), (-0.80902-0.58779j)], (-2.15158+0.46645999999999976j), green
7, [1, 1, 1], [(-0.30902-0.95106j), (-0.80902-0.58779j), (-1-0j)], (-1.4664599999999999+1.6420400000000002j), orange
7, [1, 1, 1], [(-0.80902-0.58779j), (-1-0j), (-0.80902+0.58779j)], (-0.22122999999999993+2.1904299999999997j), black
7, [1, 1, 1], [(-1-0j), (-0.80902+0.58779j), (-0.30902+0.95106j)], (1.1084999999999998+1.9021200000000003j), purple
7, [1, 1, 1], [(-0.80902+0.58779j), (-0.30902+0.95106j), (0.30902+0.95106j)], (2.01485+0.8872699999999998j), cyan
7, [1, 1, 1], [(-0.30902+0.95106j), (0.30902+0.95106j), (0.80902+0.58779j)], (2.15158-0.46645999999999976j), magenta
7, [1, 1, 1], [(0.30902+0.95106j), (0.80902+0.58779j), (1+0j)], (1.4664599999999999-1.6420400000000002j), yellow
7, [1, 1, 1], [(0.80902+0.58779j), (1+0j), (0.80902-0.58779j)], (0.22122999999999993-2.1904299999999997j), brown
8, [0, 0, 0, 1], [0, 0, 0, (1+0j)], (-4+0j), blue
8, [0, 0, 0, 1], [0, 0, 0, (0.80902-0.58779j)], (-3.23608+2.35116j), red
8, [0, 0, 0, 1], [0, 0, 0, (0.30902-0.95106j)], (-1.23608+3.80424j), green
8, [0, 0, 0, 1], [0, 0, 0, (-0.30902-0.95106j)], (1.23608+3.80424j), orange
8, [0, 0, 0, 1], [0, 0, 0, (-0.80902-0.58779j)], (3.23608+2.35116j), black
8, [0, 0, 0, 1], [0, 0, 0, (-1-0j)], (4+0j), purple
8, [0, 0, 0, 1], [0, 0, 0, (-0.80902+0.58779j)], (3.23608-2.35116j), cyan
8, [0, 0, 0, 1], [0, 0, 0, (-0.30902+0.95106j)], (1.23608-3.80424j), magenta
8, [0, 0, 0, 1], [0, 0, 0, (0.30902+0.95106j)], (-1.23608-3.80424j), yellow
8, [0, 0, 0, 1], [0, 0, 0, (0.80902+0.58779j)], (-3.23608-2.35116j), brown
9, [1, 0, 0, 1], [(1+0j), 0, 0, (0.80902-0.58779j)], (-4.236079999999999+1.3511600000000001j), blue
9, [1, 0, 0, 1], [(0.80902-0.58779j), 0, 0, (0.30902-0.95106j)], (-2.6328899999999997+3.5830100000000003j), red
9, [1, 0, 0, 1], [(0.30902-0.95106j), 0, 0, (-0.30902-0.95106j)], (-0.02400000000000002+4.44628j), green
9, [1, 0, 0, 1], [(-0.30902-0.95106j), 0, 0, (-0.80902-0.58779j)], (2.5940399999999997+3.6112400000000004j), orange
9, [1, 0, 0, 1], [(-0.80902-0.58779j), 0, 0, (-1-0j)], (4.22123+1.3968099999999999j), black
9, [1, 0, 0, 1], [(-1-0j), 0, 0, (-0.80902+0.58779j)], (4.236079999999999-1.3511600000000001j), purple
9, [1, 0, 0, 1], [(-0.80902+0.58779j), 0, 0, (-0.30902+0.95106j)], (2.6328899999999997-3.5830100000000003j), cyan
9, [1, 0, 0, 1], [(-0.30902+0.95106j), 0, 0, (0.30902+0.95106j)], (0.02400000000000002-4.44628j), magenta
9, [1, 0, 0, 1], [(0.30902+0.95106j), 0, 0, (0.80902+0.58779j)], (-2.5940399999999997-3.6112400000000004j), yellow
9, [1, 0, 0, 1], [(0.80902+0.58779j), 0, 0, (1+0j)], (-4.22123-1.3968099999999999j), brown
10, [0, 1, 0, 1], [0, (1+0j), 0, (0.80902-0.58779j)], (-3.23608+4.35116j), blue
10, [0, 1, 0, 1], [0, (0.80902-0.58779j), 0, (0.30902-0.95106j)], (-0.0605+5.42228j), red
10, [0, 1, 0, 1], [0, (0.30902-0.95106j), 0, (-0.30902-0.95106j)], (3.1382000000000003+4.42228j), green
10, [0, 1, 0, 1], [0, (-0.30902-0.95106j), 0, (-0.80902-0.58779j)], (5.138199999999999+1.73312j), orange
10, [0, 1, 0, 1], [0, (-0.80902-0.58779j), 0, (-1-0j)], (5.17558-1.61804j), black
10, [0, 1, 0, 1], [0, (-1-0j), 0, (-0.80902+0.58779j)], (3.23608-4.35116j), purple
10, [0, 1, 0, 1], [0, (-0.80902+0.58779j), 0, (-0.30902+0.95106j)], (0.0605-5.42228j), cyan
10, [0, 1, 0, 1], [0, (-0.30902+0.95106j), 0, (0.30902+0.95106j)], (-3.1382000000000003-4.42228j), magenta
10, [0, 1, 0, 1], [0, (0.30902+0.95106j), 0, (0.80902+0.58779j)], (-5.138199999999999-1.73312j), yellow
10, [0, 1, 0, 1], [0, (0.80902+0.58779j), 0, (1+0j)], (-5.17558+1.61804j), brown
11, [1, 1, 0, 1], [(1+0j), (0.80902-0.58779j), 0, (0.30902-0.95106j)], (-1.0605+4.42228j), blue
11, [1, 1, 0, 1], [(0.80902-0.58779j), (0.30902-0.95106j), 0, (-0.30902-0.95106j)], (1.7413900000000002+4.20105j), red
11, [1, 1, 0, 1], [(0.30902-0.95106j), (-0.30902-0.95106j), 0, (-0.80902-0.58779j)], (3.87812+2.37516j), green
11, [1, 1, 0, 1], [(-0.30902-0.95106j), (-0.80902-0.58779j), 0, (-1-0j)], (4.53354-0.35795999999999983j), orange
11, [1, 1, 0, 1], [(-0.80902-0.58779j), (-1-0j), 0, (-0.80902+0.58779j)], (3.4573099999999997-2.9543500000000003j), black
11, [1, 1, 0, 1], [(-1-0j), (-0.80902+0.58779j), 0, (-0.30902+0.95106j)], (1.0605-4.42228j), purple
11, [1, 1, 0, 1], [(-0.80902+0.58779j), (-0.30902+0.95106j), 0, (0.30902+0.95106j)], (-1.7413900000000002-4.20105j), cyan
11, [1, 1, 0, 1], [(-0.30902+0.95106j), (0.30902+0.95106j), 0, (0.80902+0.58779j)], (-3.87812-2.37516j), magenta
11, [1, 1, 0, 1], [(0.30902+0.95106j), (0.80902+0.58779j), 0, (1+0j)], (-4.53354+0.35795999999999983j), yellow
11, [1, 1, 0, 1], [(0.80902+0.58779j), (1+0j), 0, (0.80902-0.58779j)], (-3.4573099999999997+2.9543500000000003j), brown
12, [0, 0, 1, 1], [0, 0, (1+0j), (0.80902-0.58779j)], (-1.2360799999999998+0.35116000000000014j), blue
12, [0, 0, 1, 1], [0, 0, (0.80902-0.58779j), (0.30902-0.95106j)], (-0.7936200000000002+1.0106200000000003j), red
12, [0, 0, 1, 1], [0, 0, (0.30902-0.95106j), (-0.30902-0.95106j)], (-0.04799999999999982+1.2840799999999999j), green
12, [0, 0, 1, 1], [0, 0, (-0.30902-0.95106j), (-0.80902-0.58779j)], (0.7159199999999997+1.0670800000000003j), orange
12, [0, 0, 1, 1], [0, 0, (-0.80902-0.58779j), (-1-0j)], (1.2063800000000002+0.44245999999999985j), black
12, [0, 0, 1, 1], [0, 0, (-1-0j), (-0.80902+0.58779j)], (1.2360799999999998-0.35116000000000014j), purple
12, [0, 0, 1, 1], [0, 0, (-0.80902+0.58779j), (-0.30902+0.95106j)], (0.7936200000000002-1.0106200000000003j), cyan
12, [0, 0, 1, 1], [0, 0, (-0.30902+0.95106j), (0.30902+0.95106j)], (0.04799999999999982-1.2840799999999999j), magenta
12, [0, 0, 1, 1], [0, 0, (0.30902+0.95106j), (0.80902+0.58779j)], (-0.7159199999999997-1.0670800000000003j), yellow
12, [0, 0, 1, 1], [0, 0, (0.80902+0.58779j), (1+0j)], (-1.2063800000000002-0.44245999999999985j), brown
13, [1, 0, 1, 1], [(1+0j), 0, (0.80902-0.58779j), (0.30902-0.95106j)], (-1.7936200000000002+0.010620000000000296j), blue
13, [1, 0, 1, 1], [(0.80902-0.58779j), 0, (0.30902-0.95106j), (-0.30902-0.95106j)], (-1.4448099999999997+1.06285j), red
13, [1, 0, 1, 1], [(0.30902-0.95106j), 0, (-0.30902-0.95106j), (-0.80902-0.58779j)], (-0.5441600000000002+1.7091200000000002j), green
13, [1, 0, 1, 1], [(-0.30902-0.95106j), 0, (-0.80902-0.58779j), (-1-0j)], (0.5643400000000005+1.70254j), orange
13, [1, 0, 1, 1], [(-0.80902-0.58779j), 0, (-1-0j), (-0.80902+0.58779j)], (1.4573099999999997+1.0456499999999997j), black
13, [1, 0, 1, 1], [(-1-0j), 0, (-0.80902+0.58779j), (-0.30902+0.95106j)], (1.7936200000000002-0.010620000000000296j), purple
13, [1, 0, 1, 1], [(-0.80902+0.58779j), 0, (-0.30902+0.95106j), (0.30902+0.95106j)], (1.4448099999999997-1.06285j), cyan
13, [1, 0, 1, 1], [(-0.30902+0.95106j), 0, (0.30902+0.95106j), (0.80902+0.58779j)], (0.5441600000000002-1.7091200000000002j), magenta
