1, [1], [(1+0j)], (0.4-0.8j), blue
1, [1], [(0.90097+0.43388j)], (0.707492-0.547224j), red
1, [1], [(0.62349+0.78183j)], (0.87486-0.18606j), green
1, [1], [(0.22252+0.97493j)], (0.868952+0.21195599999999998j), orange
1, [1], [(-0.22252+0.97493j)], (0.690936+0.5679879999999999j), black
1, [1], [(-0.62349+0.78183j)], (0.376068+0.811524j), purple
1, [1], [(-0.90097+0.43388j)], (-0.013284000000000018+0.8943280000000001j), cyan
1, [1], [(-1+0j)], (-0.4+0.8j), magenta
1, [1], [(-0.90097-0.43388j)], (-0.707492+0.547224j), yellow
1, [1], [(-0.62349-0.78183j)], (-0.87486+0.18606j), brown
1, [1], [(-0.22252-0.97493j)], (-0.868952-0.21195599999999998j), lime
1, [1], [(0.22252-0.97493j)], (-0.690936-0.5679879999999999j), teal
1, [1], [(0.62349-0.78183j)], (-0.376068-0.811524j), pink
1, [1], [(0.90097-0.43388j)], (0.013284000000000018-0.8943280000000001j), lavender
2, [0, 1], [0, (1+0j)], (-0.48-0.64j), blue
2, [0, 1], [0, (0.90097+0.43388j)], (-0.1547824-0.7848832j), red
2, [0, 1], [0, (0.62349+0.78183j)], (0.20109600000000005-0.774312j), green
2, [0, 1], [0, (0.22252+0.97493j)], (0.5171456000000001-0.6103791999999999j), orange
2, [0, 1], [0, (-0.22252+0.97493j)], (0.7307648-0.32555359999999994j), black
2, [0, 1], [0, (-0.62349+0.78183j)], (0.7996464+0.023755199999999976j), purple
2, [0, 1], [0, (-0.90097+0.43388j)], (0.7101488+0.3683584000000001j), cyan
2, [0, 1], [0, (-1+0j)], (0.48+0.64j), magenta
2, [0, 1], [0, (-0.90097-0.43388j)], (0.1547824+0.7848832j), yellow
2, [0, 1], [0, (-0.62349-0.78183j)], (-0.20109600000000005+0.774312j), brown
2, [0, 1], [0, (-0.22252-0.97493j)], (-0.5171456000000001+0.6103791999999999j), lime
2, [0, 1], [0, (0.22252-0.97493j)], (-0.7307648+0.32555359999999994j), teal
2, [0, 1], [0, (0.62349-0.78183j)], (-0.7996464-0.023755199999999976j), pink
2, [0, 1], [0, (0.90097-0.43388j)], (-0.7101488-0.3683584000000001j), lavender
3, [1, 1], [(1+0j), (0.90097+0.43388j)], (0.24521760000000004-1.5848832000000002j), blue
3, [1, 1], [(0.90097+0.43388j), (0.62349+0.78183j)], (0.9085880000000001-1.321536j), red
3, [1, 1], [(0.62349+0.78183j), (0.22252+0.97493j)], (1.3920056-0.7964391999999999j), green
3, [1, 1], [(0.22252+0.97493j), (-0.22252+0.97493j)], (1.5997168-0.11359759999999997j), orange
3, [1, 1], [(-0.22252+0.97493j), (-0.62349+0.78183j)], (1.4905824+0.5917431999999999j), black
3, [1, 1], [(-0.62349+0.78183j), (-0.90097+0.43388j)], (1.0862168+1.1798824j), purple
3, [1, 1], [(-0.90097+0.43388j), (-1+0j)], (0.46671599999999996+1.5343280000000001j), cyan
3, [1, 1], [(-1+0j), (-0.90097-0.43388j)], (-0.24521760000000004+1.5848832000000002j), magenta
3, [1, 1], [(-0.90097-0.43388j), (-0.62349-0.78183j)], (-0.9085880000000001+1.321536j), yellow
3, [1, 1], [(-0.62349-0.78183j), (-0.22252-0.97493j)], (-1.3920056+0.7964391999999999j), brown
3, [1, 1], [(-0.22252-0.97493j), (0.22252-0.97493j)], (-1.5997168+0.11359759999999997j), lime
3, [1, 1], [(0.22252-0.97493j), (0.62349-0.78183j)], (-1.4905824-0.5917431999999999j), teal
3, [1, 1], [(0.62349-0.78183j), (0.90097-0.43388j)], (-1.0862168-1.1798824j), pink
3, [1, 1], [(0.90097-0.43388j), (1+0j)], (-0.46671599999999996-1.5343280000000001j), lavender
4, [0, 0, 1], [0, 0, (1+0j)], (-0.7040000000000001+0.128j), blue
6, [0, 1, 1], [0, (-0.90097+0.43388j), (-1+0j)], (1.4141488+0.24035840000000008j), cyan
6, [0, 1, 1], [0, (-1+0j), (-0.90097-0.43388j)], (1.1698195200000001+0.8301273600000001j), magenta
6, [0, 1, 1], [0, (-0.90097-0.43388j), (-0.62349-0.78183j)], (0.6937936+1.2554848j), yellow
6, [0, 1, 1], [0, (-0.62349-0.78183j), (-0.22252-0.97493j)], (0.08034911999999994+1.4321801600000001j), brown
6, [0, 1, 1], [0, (-0.22252-0.97493j), (0.22252-0.97493j)], (-0.54900864+1.32521248j), lime
6, [0, 1, 1], [0, (0.22252-0.97493j), (0.62349-0.78183j)], (-1.06962752+0.9557686400000001j), teal
6, [0, 1, 1], [0, (0.62349-0.78183j), (0.90097-0.43388j)], (-1.37839264+0.39702048000000006j), pink
6, [0, 1, 1], [0, (0.90097-0.43388j), (1+0j)], (-1.4141488-0.24035840000000008j), lavender
7, [1, 1, 1], [(1+0j), (0.90097+0.43388j), (0.62349+0.78183j)], (-0.2937936-2.0554848000000003j), blue
7, [1, 1, 1], [(0.90097+0.43388j), (0.62349+0.78183j), (0.22252+0.97493j)], (0.6271428800000001-1.97940416j), red
7, [1, 1, 1], [(0.62349+0.78183j), (0.22252+0.97493j), (-0.22252+0.97493j)], (1.42386864-1.5112724800000001j), green
7, [1, 1, 1], [(0.22252+0.97493j), (-0.22252+0.97493j), (-0.62349+0.78183j)], (1.93857952-0.74381264j), orange
7, [1, 1, 1], [(-0.22252+0.97493j), (-0.62349+0.78183j), (-0.90097+0.43388j)], (2.06932864+0.17096751999999987j), black
7, [1, 1, 1], [(-0.62349+0.78183j), (-0.90097+0.43388j), (-1+0j)], (1.7902168+1.0518824000000002j), purple
7, [1, 1, 1], [(-0.90097+0.43388j), (-1+0j), (-0.90097-0.43388j)], (1.15653552+1.72445536j), cyan
7, [1, 1, 1], [(-1+0j), (-0.90097-0.43388j), (-0.62349-0.78183j)], (0.2937936+2.0554848000000003j), magenta
7, [1, 1, 1], [(-0.90097-0.43388j), (-0.62349-0.78183j), (-0.22252-0.97493j)], (-0.6271428800000001+1.97940416j), yellow
7, [1, 1, 1], [(-0.62349-0.78183j), (-0.22252-0.97493j), (0.22252-0.97493j)], (-1.42386864+1.5112724800000001j), brown
7, [1, 1, 1], [(-0.22252-0.97493j), (0.22252-0.97493j), (0.62349-0.78183j)], (-1.93857952+0.74381264j), lime
7, [1, 1, 1], [(0.22252-0.97493j), (0.62349-0.78183j), (0.90097-0.43388j)], (-2.06932864-0.17096751999999987j), teal
7, [1, 1, 1], [(0.62349-0.78183j), (0.90097-0.43388j), (1+0j)], (-1.7902168-1.0518824000000002j), pink
7, [1, 1, 1], [(0.90097-0.43388j), (1+0j), (0.90097+0.43388j)], (-1.15653552-1.72445536j), lavender
